userid,user_display_name,user_screen_name,user_profile_description,fake_news,institute_or_Organization,individual,political_affiliate,retweeters_id,retweeters_category,retweetersCategory,retweeters_count,noOfTweets,noOfReTweets,follower_count,following_count,reply_count,like_count,No_of_usersMentioned,hashtag_counts,urls_counts,quote_count,polls_counts,retweet_tweet_ratio,ageOftheAccount,tweet_client,categories
18455cadd7f29a4f01e7565b1dc7f08e82eca2de9699bbb7ccba68a3d8bb33fe,18455cadd7f29a4f01e7565b1dc7f08e82eca2de9699bbb7ccba68a3d8bb33fe,18455cadd7f29a4f01e7565b1dc7f08e82eca2de9699bbb7ccba68a3d8bb33fe,a loser's diary: I'm Katya. I'm 18. dr - 9 July. the love of a lifetime is lost,0,0,1,0,[],[],0,0,1,0,225,241,0,0,0,0,1,0,0,0,221,4,2
18738863ea4ba967a6d6697671189c805837b15f8f0ae64e77849dbe61540d1c,18738863ea4ba967a6d6697671189c805837b15f8f0ae64e77849dbe61540d1c,18738863ea4ba967a6d6697671189c805837b15f8f0ae64e77849dbe61540d1c,"Gags and making people laugh; Student, future Ecologist!",0,0,1,0,[],[],0,0,2,63,560,878,0,0,2,2,0,0,0,31.5,82,3,2
1890d93fc84ed36eaf5dbe6acd0fe0b907a0f60483a47497ca27bd353c139c21,1890d93fc84ed36eaf5dbe6acd0fe0b907a0f60483a47497ca27bd353c139c21,1890d93fc84ed36eaf5dbe6acd0fe0b907a0f60483a47497ca27bd353c139c21,"""Be yoursefl and dont forget to smile today. :)""",0,0,1,0,[],[],0,0,2,0,52,187,0,0,0,1,0,0,0,0,1787,1,2
1896ab516e7d404b6fa93f9f3256a4ea901c424369da0b01d882b4d46541bc90,1896ab516e7d404b6fa93f9f3256a4ea901c424369da0b01d882b4d46541bc90,1896ab516e7d404b6fa93f9f3256a4ea901c424369da0b01d882b4d46541bc90,I attribute my success to this: I never gave or took any excuse.,0,0,1,0,[],[],0,0,317,0,54,263,3,8,2,200,64,0,0,0,228,1,2
18a664923176add7386b88f16a4e4014f6266ac5df0d5b76937e4a6bdf902ec4,18a664923176add7386b88f16a4e4014f6266ac5df0d5b76937e4a6bdf902ec4,18a664923176add7386b88f16a4e4014f6266ac5df0d5b76937e4a6bdf902ec4,Assistant to the Deputy of the Ministry of Defense,0,0,1,0,[],[],0,0,1,6,335,339,0,0,0,0,1,0,0,6,461,4,2
18bd9a7d514f6e4dae81a096a7e7387220eb6d9394e26dbb0f1745331b1c0270,18bd9a7d514f6e4dae81a096a7e7387220eb6d9394e26dbb0f1745331b1c0270,18bd9a7d514f6e4dae81a096a7e7387220eb6d9394e26dbb0f1745331b1c0270,"Love the soul, not what is outside.",0,0,1,0,[],[],0,0,1,11,3896,181,0,0,0,1,0,0,0,11,270,1,2
18f0ff8d72fa96f11e13a84e34dff4cbf884519b1b3582c0f753f3bdcda91780,18f0ff8d72fa96f11e13a84e34dff4cbf884519b1b3582c0f753f3bdcda91780,18f0ff8d72fa96f11e13a84e34dff4cbf884519b1b3582c0f753f3bdcda91780,What makes a man turn neutral... Lust for gold? Power? Or were you just born with a heart full of neutrality?,0,0,1,0,[],[],0,0,17,0,4,154,2,0,0,10,15,0,0,0,15,1,2
1905a758243171c8750adb710fbee02d1bb91fdcbc98ec5dbf2427e6a1c4c557,1905a758243171c8750adb710fbee02d1bb91fdcbc98ec5dbf2427e6a1c4c557,1905a758243171c8750adb710fbee02d1bb91fdcbc98ec5dbf2427e6a1c4c557,Student,0,0,1,0,[],[],0,0,46,13,48,146,0,3,5,44,3,0,0,0.2826,30,4,2
190df5183c66fcdf2efe5a11eb35cc827a5f0726f4788b3ee5d3aadaeeb28dbf,190df5183c66fcdf2efe5a11eb35cc827a5f0726f4788b3ee5d3aadaeeb28dbf,190df5183c66fcdf2efe5a11eb35cc827a5f0726f4788b3ee5d3aadaeeb28dbf,Problem solver...,0,0,1,0,"['3312143142', '0dea399346f2f1a94e11fbc84897a35f1ccd3fcde6ea5f0e207ba0b296412e47', 'fb6f6cc1a31b47965d9894b89d576add7a679a77e9022aad33d6c0c2310cd789', '11b2a99966def750bb3e9a4b52d46826cec464aefefecfb792c3b0da7e2d2be7', '3da8a7609e8e8bbc93fb2051c4d6568ad5436d629d003735f217ecd3acd1bb7e', '523649f043407b9e237008df5cd9ed5182cf53e8a3580dfb8ec0a32827519fc8']","[2, 3]",2,6,576,5674,545,637,14,59,162,553,79,0,0,9.8507,1065,3,2
19a9d5009d948b6844f818b521ce279de27106fafa36a10d6e9736fb92e2524b,19a9d5009d948b6844f818b521ce279de27106fafa36a10d6e9736fb92e2524b,19a9d5009d948b6844f818b521ce279de27106fafa36a10d6e9736fb92e2524b,retired Barack Obama,0,0,1,0,[],[],0,0,295,3,55,65,0,10,0,29,73,1,0,0.0102,537,1,2
19b7656b5a8a0a37e4654080b0e224a09fcecbbc7d88a1b000300576570f9497,19b7656b5a8a0a37e4654080b0e224a09fcecbbc7d88a1b000300576570f9497,19b7656b5a8a0a37e4654080b0e224a09fcecbbc7d88a1b000300576570f9497,hahaha,0,0,1,0,"['343755eff44eda8981b9e88f3ea43871f7ad11a9ff221540fca87db0572e8746', '40bd0ff013b85c7646ca07ad238bc4dc865ce2cc87034af6e7884e69481f6422', '3da8a7609e8e8bbc93fb2051c4d6568ad5436d629d003735f217ecd3acd1bb7e', 'bab856e112589a34fd6fae2f463d4371bb5ec65cd2627a6b38849493b4ca611e', '21ede93ad40450cf820f249bde68d4622b61894a6597de8c6290f034acc8f059', 'eaca5eb703fbc67f7b3d0c7542a3e437d35b9116ccd0fafb322ecd0bc93855d9']",[2],1,6,1162,71,167,163,4,29,49,468,232,0,0,0.0611,454,4,2
19bc8529a399475fa38d1c5ddfccba200c731fc1202c653c72021807e2ec53f2,19bc8529a399475fa38d1c5ddfccba200c731fc1202c653c72021807e2ec53f2,19bc8529a399475fa38d1c5ddfccba200c731fc1202c653c72021807e2ec53f2,"Fan of Zenith, manager in life at KEE.",0,0,1,0,[],[],0,0,5,453,861,1852,0,0,0,8,0,0,0,90.6,404,4,2
1a0ce3487aed3a35f5413b2be9792b8557f90415769101303e5fc2e687ef308f,1a0ce3487aed3a35f5413b2be9792b8557f90415769101303e5fc2e687ef308f,1a0ce3487aed3a35f5413b2be9792b8557f90415769101303e5fc2e687ef308f,people say im fun,0,0,1,0,[],[],0,0,448,7,135,236,3,4,6,77,102,0,0,0.0156,769,1,2
1a1bf12b5dd58dd4d196e215439f0e0c864a4465605c2228de89b88a2703bbea,1a1bf12b5dd58dd4d196e215439f0e0c864a4465605c2228de89b88a2703bbea,1a1bf12b5dd58dd4d196e215439f0e0c864a4465605c2228de89b88a2703bbea,The secret of being boring is to say everything.,0,0,1,0,"['16e679129d22b2e394de83913ad25b2a462e111337e732fc784eddf53f6f1c16', '219650c8c294631773fe1945d7c72c8e25a1a1948eaf37a9e329ee8487d0ed22', '4cf8240d55449ba3fc6ccaa4c82146c94d2cebc8087aadfd8b88ecea8b9030b3', 'fc5008dec79f736199c5416bf6e8c8e1a6b3447f87bac676f65a6bae93b20205', '8c989eb4ce2454df033ce3627918d21696d0049abf1286447e88e241b3d9fac4', '75de845cb8c71b8c3d7c71843bce9310705c933d4012c5f0f4234f5c3593aa9b', '5cb7b222ace8a4139a8ece60afeca86fb0b2638ed34e3224d613696ce01459ea', 'cab6cebdbc6d91a30a7272cbb0d657ccd13fab8b3366730364d69c133787397a', 'c98998a2fd97fac676aee93a2f794a2694f3978f687a794595c707289557f44d', 'ca5b1cc2653463ea1307845e3ea22cc6e255c840d3707fb927128621bf923a6a', '2d6263dfa61ea9039b0c7aba38b13f9508ad19247c4e36f23ebcd35ee05a29fa', '831757634b3dc69a40489829a79e4616080f7d9198fe242747c00610460efdbc', '33a1ef870812948e42090ff4cbd0a70674766fd30eab4ff2e329a12758eeb42a', 'b521f337a5aa90df33e624178bd9b1714ba99e07df8c5a58eb9d457714ec8500', '9b4c95e53c2cc1107837fe250692efe8401bf13839a3e1f8049d9523ca01a73c', 'd53f80aeee3b7088d33ed0a59e432535795de4c3299faeb11dc860f2d246957a', '20b9f016f0052c29f448411206c8620a4d090ed4cb2c5649cfe666ad922eba93', 'fedd5fbc1d6c6e7f3e19a28a86142bb88ad733f354b47a525acc3c8ed0d3e7c3', '4afa63d0310df93ed087dc2e33b18f913bf56c51a4e64f1dbd4abbbc209437af', '9d284c233dadd74a827027806da0f97915ff73120ed400d03a220ccfd5271d36', '4b8094fa962057108bc94c4627afd8fbcd5ab2bc38a7bec78e555b97fced8182', 'd4a474a1c8d2e1b7a731f7c9034fc9bf2703bc925ded58b237dc5d25c6613155', '277786880fdb3b73b34dacff7a4ac44bdc009b5e88bb5cb9f4320621f012823b', '96a0db16d587ea9465672045ca4f7f37cd2044d1ce94ff100fb54d365f695509', '2ef8835210fe54c8ccde887c02b65e7494961e23fdcdb6c90ab2269c5ef90ed8', '7b308d8a7563a6c864dfd4997bbfd3c009ec0edfb81182bb1ebb57f0cadba0d9', '8cf1705b453b2249976633600826b6727e6b2da22178433fd1cc1dc5a2985469', '886da953809573c2cdcc8d4f8dba7fc9c5d290e0094252f71104c51cdbe20928', '646d4fd1a0bb1367badf1e69294d9b2374996d31b1bbbe7c60368e5e217951bc', 'e1d87b2a5c72906ce4d5fcb2fa61da5291750eb889a8e97a5cb6da580c353336', '8c1704241d7c5ba2b130cb6e31c0f1bdc0ba7b8c5bd5ef461bb2f1224db3b1f4', '1b8d9c46fd475a91a66cd8b052a06f068cae318c4a3b6901236d3af453cc53f0', '202c8708b3ed415e943eade0a8e5bfb0ce7ceaf93fcc462d3bb271f73e487f2b', '6f0b2ba4f2a1fa585e1c4fe233f7f91904e49919cfc29c358cd7888aa94f95b6', '7ca2bb958f039d6e34c41388088e468b26c0643321b988107f2ec09feaf178de', 'acf984e267c5cacd9e60116c37db4442b7b8529d75074dcf609420bb83243117', '050f6f287ff564463cb290ec9933a045e07d0eea41352e3ed893cd570e97adbb', '2fce51e5136652b735cbb9949bf8d2097aefc6233d53d7232c0a0f01a0cae245', 'e3230589624624cb56c3691d9cd6d3d3aec3645d76df449cb88e81ee08b47a18', 'ed4f8440a8bdf307d38026fb072edde05fef452178cddcad49ab7ea4ab8e1a07', 'ed3fd2f04999659acd283b03a93d79427f62798a2d14cd44f56fda6c26c57161', '88ea17f268c6c8cd91537fedcd7561c53a298bdf4f08c4a632d223b3a09cb898', 'a6db2d05bedc88a3a472a00b25cd78725643b7b5c19e05ac10d5f31c9e61f9e5', '350cf55b4c13ab61b4402ae7ac6bb0fa891a8fd54016c0dc77a037c538ea5598', '386bb324f55a257d66f5753472e11a0354b02df0548cf73cce9fd3119a0f7ad7', '8c1ace36faa676bed78dcb0fb3af796a7174b6f5ba636af6fb5973d12b73d9e3', 'f410c83696e93bc09b8573d8376912b36e622fd2d4f5426572a429085b9f1236', 'dab36567cc11009216e9c299b8c15e3ff020f19417b4a5f142de1fef4a6d02c8', '5860f89ab2d44cd6d24965203492416e263c5f607b7d63518b9054fe22aac627', 'c70f7c435df4484ee2275eb1798423a41bd99612f65c131a8f4c3f38967fb1b1', '2a2383f1a63d6ba732eb854df2866671632bf956322bbac9a9e6e8c2e79497e7', '0c84060d401ead5f7f33bed7198bf2a74bbeabed660f9ee3a1e832e99fea8377', '2ffd724bdac8cb7808986df76c3294f8d4319cf5705e2bc901e559195e3d53bb', '4290d24079135404864e148eb926c0c9e749acd45190c4a6d3092fae6181f5ff', 'c17e9f9058a89011e976e77d7faad8b584ac291b13dcf75483a5edacd8707e31', 'e892c1dfec2e72b9a381262e6faaf6afbaca99657d62436d34337cea34927cad', '84e99aeca16d62dc12b9cad374da9dc4b720bcd095164f099d87004d91480402', 'f2c091345d45dc892e9badc31fc89ddd1c1554d1ec85bb34cc86106dd9c39390', '66ea134323c09905ee9d91652300c5c9487327a0ef9660b0b7aced9150eedb4c', '48e0e1573d936f527ceb0fb4c070873a440a2061470da41e2c25050095cc15fa', '991845a5adaddd317bbe92e3263675a822a9e20a1d9d60ebbd63d6fd8ee11d13', '3de9c0aa24d9a786e3082fd9a9101bd80a0c47a6491cc62fdf31b3af03cb824c', 'a76f0b8aaf462c7d672bcfc4113dc793fbe18253e08708c307d9843844bf52d6', 'a17822288f5848e304b3a1f7fdbffdf05d1a3eb06eaacb608bd796ddfb504440', '44b2d59b906cbfaec83ea47c25c02122e7fc5ab1757073bb611aecc33da47155', '73763ba04e02c0a63330f809249df29f0e4aa1ff9f4c2f1db7e3c5c8daf3b46a', 'd6f0615523c7ebcb729e00d102921946754680ab141051dfc1ad93554ee44bb9', '2262049316', '455fa37111efb254dd4ae1c97d484a34865f843c82e01341fdfc5503c224e8f5', '6577a25ba6ba0c17dfe945f2df7da33030245aaa36cb86a021ce7cd7ae1ccb2c', 'bee7d3ea2fb7ece347e636f3c21b9340e1e17626bfd7543d1d36b51d00d0a4ce', '80f2f4e5d3c73e75d078459a58a99d41ab66c697e0dabc7acdd634576cbb667e', 'e0ee077d7a2961faa1906625a478d7c631816223003151b491f2b268c7efb154', '7f1a22637547d0eee85e5743201ef067f46629ef953b94ded2115647f584f05f', '64dbf2e2a8acf6fcebd04ee4699eb288e96a5546e240d30aa5ee33ae035383aa', '05693cd6ebf0403c65a30bab30085efe031b3762f8260c74c63a919950fb9821', '1a73e268f2d87d6d083c7a29a78572a7dd99f553f692fd8a3545e9458e2029a4', '98cdaf869a218680f17daba83e7b7538a011c6d12a3236f9060c9189d77df145', 'a7fef0d4f18ce4a149aa870b2b65b468596f93bc1ea80e72c993ad650925ddb7', '92b144410e6d1445bf54c33be7cab13efbc5650dbe4629e10716cd5f330478d4', '855019f3511d278ad1269aebdb2b860a2f7f63b9cb530db41adbf5ce17aebceb', '71fa986ac76810a01730b0485ca43276afa849be4264541243ac44e6de6b5a5f', '0c378d74b9a77ac71eee3fa80e89d737103ab3452f82b4988302b2dee1fbb444', '32480e3ad5601bc46c8b5d45e8d49855b3b32f98cbe0804aa52308a75e833b28', 'b5cb47c48b6bb629a9603e095805a7fc97aec5ee22a64a77d67dc656666dce35', 'b6324cfac8fb2f1f2a8d0176e4b836b640af82d34206125bf4bf549c0829dba9', '2347ccb51951282b75565934b3a681ecae4864529ca38700b0ceb9d9104c02c6', 'd5a47dddd77b53c4bf88c26039b728ee144a88e51176f7775c5a370e588fe784', '78f653d4450aa96cbe7dd0a9a0183bdfc8f8a36b2e69db8fb7a4cdcfe74ce0d3', '6c714e591a520860209cdaf87d6856c8c5dec19ff25fd7fdcddcb643e9496085', 'ad8951747c84851fad271c9633d2984567c847d7fe5ffd94d25a1d4c277eac18', '78483e43d73c356ff7f0338d496d0e287524911287f9fd7a5735e546e5afa0af', 'ca038bb9b2176761b0dfc79373adda57f0369e4263778b50089c144cdb499f34']","[0, 1, 2, 3]",4,93,2095,13,84,126,5,7,207,589,0,0,0,0.0062,338,4,2
1a2dc12c2c015bc52552b878531228b2993e803c5fa7f2864158699a497d07ba,1a2dc12c2c015bc52552b878531228b2993e803c5fa7f2864158699a497d07ba,1a2dc12c2c015bc52552b878531228b2993e803c5fa7f2864158699a497d07ba,"Sensitivity and kindness are not signs of weakness and despair, but manifestations of strength and determination.",0,0,1,0,[],[],0,0,3,5,342,338,0,0,0,1,2,0,0,1.6667,376,4,2
1a6f2bd7cbeb54f7d9f757a105ba56a91db9e4a5ba1a95c99ca062b6c6333119,1a6f2bd7cbeb54f7d9f757a105ba56a91db9e4a5ba1a95c99ca062b6c6333119,1a6f2bd7cbeb54f7d9f757a105ba56a91db9e4a5ba1a95c99ca062b6c6333119,"You know nothing, John Snow",0,0,1,0,[],[],0,0,326,0,97,349,0,24,0,196,43,0,0,0,236,1,2
1a73e268f2d87d6d083c7a29a78572a7dd99f553f692fd8a3545e9458e2029a4,1a73e268f2d87d6d083c7a29a78572a7dd99f553f692fd8a3545e9458e2029a4,1a73e268f2d87d6d083c7a29a78572a7dd99f553f692fd8a3545e9458e2029a4,Russia is not a colony!,0,0,1,0,[],[],0,0,9,445,676,1555,0,0,1,11,1,0,0,49.4444,252,4,2
1b3883b4b03d48b5b39cf0a532b98c64234e312ddfa5fb09531590525b590cac,1b3883b4b03d48b5b39cf0a532b98c64234e312ddfa5fb09531590525b590cac,1b3883b4b03d48b5b39cf0a532b98c64234e312ddfa5fb09531590525b590cac,"Absence diminishes little passions and increases great ones, as wind extinguishes candles and fans a fire",0,0,1,0,[],[],0,0,293,0,28,302,0,3,0,181,16,0,0,0,170,1,2
1b440ca3aeb326a4b60f7f454f37ed6bb21f8e6ed2ab51f94e1b6cc59609143e,1b440ca3aeb326a4b60f7f454f37ed6bb21f8e6ed2ab51f94e1b6cc59609143e,1b440ca3aeb326a4b60f7f454f37ed6bb21f8e6ed2ab51f94e1b6cc59609143e,"A bit of a bargain with a sports food #PureProtein, if you really need it, I'm waiting in a personal.",0,0,1,0,[],[],0,0,14,413,615,1654,0,1,0,23,1,0,0,29.5,399,4,2
1b64a2dc93c2c64f3521c3e5651cf2b7973dad371076368dcb3f9457a463ebb3,1b64a2dc93c2c64f3521c3e5651cf2b7973dad371076368dcb3f9457a463ebb3,1b64a2dc93c2c64f3521c3e5651cf2b7973dad371076368dcb3f9457a463ebb3,Alcohol enthusiast,0,0,1,0,[],[],0,0,52,12,164,317,0,4,6,26,4,0,0,0.2308,405,1,2
1b8b06bd3f2d76103c21ad317f7b9ab8c76eadb3edc509a651b7d3a45a5e0460,1b8b06bd3f2d76103c21ad317f7b9ab8c76eadb3edc509a651b7d3a45a5e0460,1b8b06bd3f2d76103c21ad317f7b9ab8c76eadb3edc509a651b7d3a45a5e0460,Ã¢â‚¬Å“Do one thing every day that scares you.Ã¢â‚¬Â Ã¢â‚¬â€¢ Eleanor Roosevelt,0,0,1,0,[],[],0,0,1,0,30,125,0,0,0,1,1,0,0,0,213,1,2
1b8d9c46fd475a91a66cd8b052a06f068cae318c4a3b6901236d3af453cc53f0,1b8d9c46fd475a91a66cd8b052a06f068cae318c4a3b6901236d3af453cc53f0,1b8d9c46fd475a91a66cd8b052a06f068cae318c4a3b6901236d3af453cc53f0,I live on Twitter! #followme #followbackRU,0,0,1,0,[],[],0,0,9,85,617,477,0,0,0,13,1,0,0,9.4444,296,4,2
1b9170131042e19616d129cd641647fa410216ccd3f44c92cb8529bc7f64a982,1b9170131042e19616d129cd641647fa410216ccd3f44c92cb8529bc7f64a982,1b9170131042e19616d129cd641647fa410216ccd3f44c92cb8529bc7f64a982,"Breaking news, weather, traffic and more for Albuquerque. DM us anytime. RTs not endorsements",1,0,0,0,[],[],0,0,2720,1,760,3660,28,216,0,0,2720,43,0,0.0004,149,2,0
1b9adccac803d2fc7633cef02e9e6c3d64b0af50c7550a1f3d2b84c54e765cbd,1b9adccac803d2fc7633cef02e9e6c3d64b0af50c7550a1f3d2b84c54e765cbd,1b9adccac803d2fc7633cef02e9e6c3d64b0af50c7550a1f3d2b84c54e765cbd,"""People are just afraid of things too much. Afraid of things that dont necessarily merit fear  - Franc Ocean #BlackToLive""",0,0,1,0,[],[],0,0,471,3703,768,873,3,27,87,254,116,0,0,7.862,1041,1,2
1bc8fb98ab379d63a2279d31446e2746a7ce18a73bd900e59698b8bb9f1df424,1bc8fb98ab379d63a2279d31446e2746a7ce18a73bd900e59698b8bb9f1df424,1bc8fb98ab379d63a2279d31446e2746a7ce18a73bd900e59698b8bb9f1df424,Avid explorer. Hipster-friendly coffee specialist. Hardcore social media expert.,0,0,1,0,[],[],0,0,48,0,102,128,0,1,0,76,0,0,0,0,965,1,2
1bf030457a71b26a302fc024ecc6ce27a7499c386244c546ab2bf6215c193270,1bf030457a71b26a302fc024ecc6ce27a7499c386244c546ab2bf6215c193270,1bf030457a71b26a302fc024ecc6ce27a7499c386244c546ab2bf6215c193270,Proud mom,0,0,1,0,[],[],0,0,303,0,54,40,0,6,0,21,85,0,0,0,530,1,2
1c263927828b2aee00c45f3316253396d50263aa611051aea6b4bd8a03ae5ea0,1c263927828b2aee00c45f3316253396d50263aa611051aea6b4bd8a03ae5ea0,1c263927828b2aee00c45f3316253396d50263aa611051aea6b4bd8a03ae5ea0,Customer Care Representative at @grabmyessay - the best essay writing company on the market. Research Paper? Easy!,0,0,1,0,[],[],0,0,1,374,268,746,0,2,0,0,1,0,0,374,23,1,2
1cd9dcae39203ce9df705a6ff0cb4b1961effb11c9959e48055606a108fedd44,1cd9dcae39203ce9df705a6ff0cb4b1961effb11c9959e48055606a108fedd44,1cd9dcae39203ce9df705a6ff0cb4b1961effb11c9959e48055606a108fedd44,"Retired Chief Financial Officer, Patriot, Conservative Constitutionalist, 2nd Amend Supporter, Penn State Grad - Political Science, Fitness Enthusiast",0,0,1,0,"['85722e04d52ae21ade22cdf2ce62cf03d2e8eba20a1602b66cb7e65e2713d723', 'f8d82815f7d03fec70e6e8f50f859b84714024b1024979f418110feb8db9d798', '0e45d2af1bbca512ab1d8fa1c2216c038f9627bb773ab4cbe351404ee7a2c93e', '6573de49e27687efbc010730ca17840f186351ffb9324abafdb21d336e3b5323', '5788d958456ab731e042dfff6d344829c158409c1c0911d79a5de12b0a72ced1', 'fde230643125950bccce743024f20fedababd6aa5e00791bfa35543b9ed37169', '349144213c3141c70f1021f47d801f6e7bb56dd7faa3302b023b0e82c0f70869', '0fa181240674d789ade83b5ce61a29a42f12dddf5a706d80032509f98358a9e5', 'f2634f8d921cd5f5dad31ef764852a23eab7f901975314533e70fb410988b69e', 'a2ea762a2ca8f61b590dd6346be6dec9483d9eb9f64d9fe7d90ab1bbf2100c20', 'a7c8036fe226282e882c9c6e9d9dbd995173b940989e557a2a498809a2910644', '44df49bce9aa59746e4708aeaf76b98f6959be0c2720acfc207df80aa3f98a05', '2503fce373be75b596b2a00132cf539d95b135da0e1f20772c60937bbd861ccd', '396b0b6914e425ca53c49b7f1d6cfe9757eb7368c04c657a09d83b19a8f1251e', 'd156fa54738c1cde428f067cabd77c54340258890295836e262764396e67a826', '49f642cdd3c609047ae7226c70f6af88a66880923b4d86e994c056bed1fab11a', '9bca1b664322b3b2ccc17b3e29d9f7ea2a9bd5f05a35be40afeefc7801e5e573', '5ad1a4ad9a7d67c045ab752c7a946a9d847d5d7e03684174835269a193c2820e', '8d54f855e43cf264874a99b36f950a68eea08c0527a47aa8c6332b146ef1ccd2']","[0, 2, 3]",3,19,358,3118,1578,1626,57,419,197,724,60,3,0,8.7095,880,1,2
1d1c34f08539cae8d0239e67a91ff16e6a5789d2c5a729d6cc5737e01781dff0,1d1c34f08539cae8d0239e67a91ff16e6a5789d2c5a729d6cc5737e01781dff0,1d1c34f08539cae8d0239e67a91ff16e6a5789d2c5a729d6cc5737e01781dff0,the truth is born in a dispute,0,0,1,0,[],[],0,0,1,4,432,1007,0,0,0,0,1,0,0,4,214,4,2
1d215f7a3e0a374c40a6a665088417315d7becd9b31edd619e4b52dce183fad2,1d215f7a3e0a374c40a6a665088417315d7becd9b31edd619e4b52dce183fad2,1d215f7a3e0a374c40a6a665088417315d7becd9b31edd619e4b52dce183fad2,gotta get that,0,0,1,0,[],[],0,0,277,0,111,105,0,1,0,29,79,0,0,0,634,1,2
1d52a7c0df3361442ca16e87d3f30b148e4f7b9fc1021633731c4a3e85088fe9,1d52a7c0df3361442ca16e87d3f30b148e4f7b9fc1021633731c4a3e85088fe9,1d52a7c0df3361442ca16e87d3f30b148e4f7b9fc1021633731c4a3e85088fe9,"Hi, I'm Monday. Suffer.",0,0,1,0,[],[],0,0,12,3,489,461,0,0,0,5,0,0,0,0.25,177,4,2
1dea92cd0513f9974c54b83ca4133807ee2b3d1c43dbf59ac40e1ed588d75a86,1dea92cd0513f9974c54b83ca4133807ee2b3d1c43dbf59ac40e1ed588d75a86,1dea92cd0513f9974c54b83ca4133807ee2b3d1c43dbf59ac40e1ed588d75a86,I have given up value judgments,0,0,1,0,[],[],0,0,2,1,193,340,0,0,0,2,0,0,0,0.5,356,1,2
1e212abd0cc74a53a5eacbc1368a6f11875df14be78938e1f34a541419f97d5b,1e212abd0cc74a53a5eacbc1368a6f11875df14be78938e1f34a541419f97d5b,1e212abd0cc74a53a5eacbc1368a6f11875df14be78938e1f34a541419f97d5b,politics news,0,0,1,0,[],[],0,0,2,0,464,102,0,0,0,1,2,0,0,0,302,1,2
1e538eaab1d4db0c0b3867baf7129bb9bb7296c66256a4c21e4fc8b3a3eeb9a4,1e538eaab1d4db0c0b3867baf7129bb9bb7296c66256a4c21e4fc8b3a3eeb9a4,1e538eaab1d4db0c0b3867baf7129bb9bb7296c66256a4c21e4fc8b3a3eeb9a4,"somewhere under the tea tree I laugh at the silly jokes of invisible friends ... looking, looking, looking ...",0,0,1,0,[],[],0,0,2,2,483,1995,0,0,2,1,2,0,0,1,270,4,2
1e5597457b898bbf1b7d68973fc305822ad3472af1a4b998c28d408216837d0f,1e5597457b898bbf1b7d68973fc305822ad3472af1a4b998c28d408216837d0f,1e5597457b898bbf1b7d68973fc305822ad3472af1a4b998c28d408216837d0f,The most common way people give up their power is by thinking they donÃ¢â‚¬â„¢t have any.,0,0,1,0,[],[],0,0,267,0,15,38,1,4,1,140,41,0,0,0,218,1,2
1eaaa78c2fd74f948d166baa5da295d215358a7c9104df2b47f28829d01401f8,1eaaa78c2fd74f948d166baa5da295d215358a7c9104df2b47f28829d01401f8,1eaaa78c2fd74f948d166baa5da295d215358a7c9104df2b47f28829d01401f8,writing a textbook on fashion history,0,0,1,0,[],[],0,0,7,18,360,439,0,0,0,0,7,0,0,2.5714,308,4,2
1eccdb77ef1471b192e73814955847fbb6cc6e46f77408961862030d878b3201,1eccdb77ef1471b192e73814955847fbb6cc6e46f77408961862030d878b3201,1eccdb77ef1471b192e73814955847fbb6cc6e46f77408961862030d878b3201,"Merchandiser, Knives, Historical Fencing,",0,0,1,0,"['20b9f016f0052c29f448411206c8620a4d090ed4cb2c5649cfe666ad922eba93', '2ef8835210fe54c8ccde887c02b65e7494961e23fdcdb6c90ab2269c5ef90ed8', '33a1ef870812948e42090ff4cbd0a70674766fd30eab4ff2e329a12758eeb42a', '0c378d74b9a77ac71eee3fa80e89d737103ab3452f82b4988302b2dee1fbb444', 'c98998a2fd97fac676aee93a2f794a2694f3978f687a794595c707289557f44d']",[2],1,5,23,1,89,50,0,0,2,0,23,0,0,0.0435,282,4,2
1f0bcb94dc59cda69af240646b4977bee314a170b4e2ea955e6c984c07f8824d,1f0bcb94dc59cda69af240646b4977bee314a170b4e2ea955e6c984c07f8824d,1f0bcb94dc59cda69af240646b4977bee314a170b4e2ea955e6c984c07f8824d,Activist and patriot Ã°Å¸â€¡ÂºÃ°Å¸â€¡Â¸,0,0,0,1,[],[],0,0,648,16,2071,2344,681,7734,40,825,114,262,0,0.0247,177,1,3
1f4631976583bf9d6b04e9e5f5588ec79191b8f6b3573f08c5dacf3d429a2a98,1f4631976583bf9d6b04e9e5f5588ec79191b8f6b3573f08c5dacf3d429a2a98,1f4631976583bf9d6b04e9e5f5588ec79191b8f6b3573f08c5dacf3d429a2a98,# elite # suspended animation # ever-losing weight # ever-living # typical fat # perfectionist,0,0,1,0,[],[],0,0,1,1,191,317,0,0,0,0,1,0,0,1,242,4,2
1f506b0be7eff48def1a73ac305802b0aea5ddfa77508fffc24b1200c010a7e4,1f506b0be7eff48def1a73ac305802b0aea5ddfa77508fffc24b1200c010a7e4,1f506b0be7eff48def1a73ac305802b0aea5ddfa77508fffc24b1200c010a7e4,I pray. I love.,0,0,1,0,[],[],0,0,2,1,187,334,0,0,0,0,2,0,0,0.5,229,4,2
